naics,business,date,sales,adjusted,monthChange,yearChange
444,Building mat. and garden equip. and supplies dealers,1992-03-01,10986,true,0.007464045148370653,NaN
4441,Building mat. and supplies dealers,1992-03-01,9138,true,0.005909389363099146,NaN
445,Food and beverage stores,1992-03-01,30526,true,0.004717290178863919,NaN
4451,Grocery stores,1992-03-01,27848,true,0.004596380350474002,NaN
4453,"Beer, wine and liquor stores",1992-03-01,1753,true,-0.005704506560182544,NaN
446,Health and personal care stores,1992-03-01,7443,true,0.0024183796856106408,NaN
44611,Pharmacies and drug stores,1992-03-01,6459,true,0.00015482272797646694,NaN
447,Gasoline stations,1992-03-01,12639,true,0.0030065669752353825,NaN
448,Clothing and clothing access. stores,1992-03-01,9669,true,-0.00444720239942083,NaN
4481,Clothing stores,1992-03-01,6721,true,-0.010415116798095522,NaN
44811,Men's clothing stores,1992-03-01,855,true,0.010526315789473684,NaN
44812,Women's clothing stores,1992-03-01,2559,true,-0.011723329425556858,NaN
4482,Shoe stores,1992-03-01,1571,true,-0.016549968173138127,NaN
44831,Jewelry stores,1992-03-01,1283,true,0.041309431021044424,NaN
451,"Sporting goods, hobby, musical instrument, and book stores",1992-03-01,3482,true,-0.009764503159103963,NaN
452,General merchandise stores,1992-03-01,20168,true,-0.0016858389527965093,NaN
4521,Department stores,1992-03-01,14543,true,0.004882073849962181,NaN
4529,Other general merchandise stores,1992-03-01,5625,true,-0.018666666666666668,NaN
45291,Warehouse clubs and superstores,1992-03-01,3132,true,0.007343550446998723,NaN
45299,All other gen. merchandise stores,1992-03-01,2493,true,-0.05134376253509827,NaN
453,Miscellaneous stores retailers,1992-03-01,4292,true,-0.003727865796831314,NaN
454,Nonstore retailers,1992-03-01,6018,true,-0.015287470920571618,NaN
4541,Electronic shopping and mail order houses,1992-03-01,2477,true,-0.06257569640694388,NaN
45431,Fuel dealers,1992-03-01,1327,true,0.11303692539562923,NaN
722,Food services and drinking places,1992-03-01,16916,true,-0.004374556632773706,NaN
1*,"Retail and food services sales, total",1992-04-01,164709,true,0.005998457886332866,NaN
2*,Retail sales and food services excl motor vehicle and parts,1992-04-01,130933,true,0.00418534670403947,NaN
3*,Retail sales and food services excl gasoline stations,1992-04-01,151999,true,0.006032934427200179,NaN
4*,Retail sales and food services excl motor vehicle and parts and gasoline stations,1992-04-01,118223,true,0.004034747891696201,NaN
5*,"Retail sales, total",1992-04-01,148032,true,0.008288748378728924,NaN
6*,"Retail sales, total (excl. motor vehicle and parts dealers)",1992-04-01,114256,true,0.006888040890631564,NaN
7*,GAFO(1),1992-04-01,43650,true,0.009324169530355097,NaN
441,Motor vehicle and parts dealers,1992-04-01,33776,true,0.013027001421127428,NaN
"4411,4412",Automobile and other motor vehicle dealers,1992-04-01,30361,true,0.015480386021540792,NaN
4413,"Automotive parts, acc., and tire stores",1992-04-01,3415,true,-0.008784773060029283,NaN
"442,443","Furniture, home furn, electronics, and appliance stores",1992-04-01,8317,true,0.008536731994709631,NaN
442,Furniture and home furnishings stores,1992-04-01,4359,true,0.0066529020417526955,NaN
443,Electronics and appliance stores,1992-04-01,3958,true,0.010611419909044972,NaN
444,Building mat. and garden equip. and supplies dealers,1992-04-01,10738,true,-0.023095548519277333,NaN
4441,Building mat. and supplies dealers,1992-04-01,9014,true,-0.013756378966052807,NaN
445,Food and beverage stores,1992-04-01,30602,true,0.0024834978106006143,NaN
4451,Grocery stores,1992-04-01,27867,true,0.0006818100261958589,NaN
4453,"Beer, wine and liquor stores",1992-04-01,1784,true,0.017376681614349777,NaN
446,Health and personal care stores,1992-04-01,7516,true,0.009712613092070251,NaN
44611,Pharmacies and drug stores,1992-04-01,6534,true,0.01147842056932966,NaN
447,Gasoline stations,1992-04-01,12710,true,0.005586152635719906,NaN
448,Clothing and clothing access. stores,1992-04-01,9862,true,0.019570066923544918,NaN
4481,Clothing stores,1992-04-01,6954,true,0.03350589588725913,NaN
44811,Men's clothing stores,1992-04-01,865,true,0.011560693641618497,NaN
44812,Women's clothing stores,1992-04-01,2636,true,0.02921092564491654,NaN
4482,Shoe stores,1992-04-01,1571,true,0,NaN
44831,Jewelry stores,1992-04-01,1247,true,-0.028869286287089013,NaN
451,"Sporting goods, hobby, musical instrument, and book stores",1992-04-01,3535,true,0.014992927864214993,NaN
452,General merchandise stores,1992-04-01,20258,true,0.0044426893079277325,NaN
4521,Department stores,1992-04-01,14529,true,-0.0009635900612567968,NaN
4529,Other general merchandise stores,1992-04-01,5729,true,0.018153255367428872,NaN
45291,Warehouse clubs and superstores,1992-04-01,3188,true,0.01756587202007528,NaN
45299,All other gen. merchandise stores,1992-04-01,2541,true,0.018890200708382526,NaN
453,Miscellaneous stores retailers,1992-04-01,4391,true,0.022546117057617856,NaN
454,Nonstore retailers,1992-04-01,6327,true,0.04883831199620673,NaN
4541,Electronic shopping and mail order houses,1992-04-01,2757,true,0.10155966630395358,NaN
45431,Fuel dealers,1992-04-01,1464,true,0.0935792349726776,NaN
722,Food services and drinking places,1992-04-01,16677,true,-0.014331114708880495,NaN
1*,"Retail and food services sales, total",1992-05-01,165612,true,0.005452503441779581,NaN
2*,Retail sales and food services excl motor vehicle and parts,1992-05-01,131255,true,0.0024532398765761305,NaN
3*,Retail sales and food services excl gasoline stations,1992-05-01,152742,true,0.004864411884092129,NaN
4*,Retail sales and food services excl motor vehicle and parts and gasoline stations,1992-05-01,118385,true,0.001368416606833636,NaN
5*,"Retail sales, total",1992-05-01,149010,true,0.0065633178981276425,NaN
6*,"Retail sales, total (excl. motor vehicle and parts dealers)",1992-05-01,114653,true,0.0034626219985521532,NaN
7*,GAFO(1),1992-05-01,43604,true,-0.0010549490872397028,NaN
441,Motor vehicle and parts dealers,1992-05-01,34357,true,0.016910673225252495,NaN
"4411,4412",Automobile and other motor vehicle dealers,1992-05-01,30847,true,0.015755178785619346,NaN
4413,"Automotive parts, acc., and tire stores",1992-05-01,3510,true,0.027065527065527065,NaN
"442,443","Furniture, home furn, electronics, and appliance stores",1992-05-01,8312,true,-0.0006015399422521655,NaN
442,Furniture and home furnishings stores,1992-05-01,4331,true,-0.0064650196259524355,NaN
443,Electronics and appliance stores,1992-05-01,3981,true,0.005777442853554383,NaN
444,Building mat. and garden equip. and supplies dealers,1992-05-01,10777,true,0.0036188178528347406,NaN
4441,Building mat. and supplies dealers,1992-05-01,9044,true,0.0033171163202122956,NaN
445,Food and beverage stores,1992-05-01,30718,true,0.0037762875187186667,NaN
4451,Grocery stores,1992-05-01,27987,true,0.004287705005895594,NaN
4453,"Beer, wine and liquor stores",1992-05-01,1783,true,-0.0005608524957936063,NaN
446,Health and personal care stores,1992-05-01,7458,true,-0.007776883883078573,NaN
44611,Pharmacies and drug stores,1992-05-01,6511,true,-0.003532483489479343,NaN
447,Gasoline stations,1992-05-01,12870,true,0.012432012432012432,NaN
448,Clothing and clothing access. stores,1992-05-01,9755,true,-0.01096873398257304,NaN
4481,Clothing stores,1992-05-01,6947,true,-0.0010076291924571758,NaN
44811,Men's clothing stores,1992-05-01,873,true,0.009163802978235968,NaN
44812,Women's clothing stores,1992-05-01,2613,true,-0.008802143130501339,NaN
4482,Shoe stores,1992-05-01,1512,true,-0.03902116402116402,NaN
44831,Jewelry stores,1992-05-01,1222,true,-0.020458265139116204,NaN
451,"Sporting goods, hobby, musical instrument, and book stores",1992-05-01,3512,true,-0.006548974943052392,NaN
452,General merchandise stores,1992-05-01,20345,true,0.004276234947161465,NaN
4521,Department stores,1992-05-01,14634,true,0.007175071750717507,NaN
4529,Other general merchandise stores,1992-05-01,5711,true,-0.003151812292067939,NaN
45291,Warehouse clubs and superstores,1992-05-01,3212,true,0.007471980074719801,NaN
45299,All other gen. merchandise stores,1992-05-01,2499,true,-0.01680672268907563,NaN
453,Miscellaneous stores retailers,1992-05-01,4356,true,-0.008034894398530763,NaN
454,Nonstore retailers,1992-05-01,6550,true,0.03404580152671756,NaN
4541,Electronic shopping and mail order houses,1992-05-01,2874,true,0.0407098121085595,NaN
45431,Fuel dealers,1992-05-01,1491,true,0.018108651911468814,NaN
722,Food services and drinking places,1992-05-01,16602,true,-0.004517528008673654,NaN
1*,"Retail and food services sales, total",1992-06-01,166077,true,0.0027999060676674073,NaN
2*,Retail sales and food services excl motor vehicle and parts,1992-06-01,131296,true,0.00031227150865220573,NaN
3*,Retail sales and food services excl gasoline stations,1992-06-01,153191,true,0.0029309815850800634,NaN
4*,Retail sales and food services excl motor vehicle and parts and gasoline stations,1992-06-01,118410,true,0.0002111308166539988,NaN
5*,"Retail sales, total",1992-06-01,149800,true,0.00527369826435247,NaN
6*,"Retail sales, total (excl. motor vehicle and parts dealers)",1992-06-01,115019,true,0.0031820829602065745,NaN
7*,GAFO(1),1992-06-01,43868,true,0.006018054162487462,NaN
441,Motor vehicle and parts dealers,1992-06-01,34781,true,0.012190563813576378,NaN
"4411,4412",Automobile and other motor vehicle dealers,1992-06-01,31260,true,0.013211772232885477,NaN
4413,"Automotive parts, acc., and tire stores",1992-06-01,3521,true,0.0031241124680488497,NaN
"442,443","Furniture, home furn, electronics, and appliance stores",1992-06-01,8393,true,0.00965089955915644,NaN
442,Furniture and home furnishings stores,1992-06-01,4401,true,0.015905476028175415,NaN
443,Electronics and appliance stores,1992-06-01,3992,true,0.0027555110220440883,NaN
444,Building mat. and garden equip. and supplies dealers,1992-06-01,10790,true,0.0012048192771084338,NaN
4441,Building mat. and supplies dealers,1992-06-01,9120,true,0.008333333333333333,NaN
445,Food and beverage stores,1992-06-01,30761,true,0.0013978739312766166,NaN
4451,Grocery stores,1992-06-01,28011,true,0.0008568062546856592,NaN
4453,"Beer, wine and liquor stores",1992-06-01,1782,true,-0.0005611672278338945,NaN
446,Health and personal care stores,1992-06-01,7417,true,-0.0055278414453283,NaN
44611,Pharmacies and drug stores,1992-06-01,6458,true,-0.008206875193558377,NaN
447,Gasoline stations,1992-06-01,12886,true,0.0012416576129132392,NaN
448,Clothing and clothing access. stores,1992-06-01,9915,true,0.016137165910237016,NaN
4481,Clothing stores,1992-06-01,7091,true,0.020307431956000564,NaN
44811,Men's clothing stores,1992-06-01,885,true,0.013559322033898305,NaN
44812,Women's clothing stores,1992-06-01,2571,true,-0.01633605600933489,NaN
4482,Shoe stores,1992-06-01,1519,true,0.004608294930875576,NaN
44831,Jewelry stores,1992-06-01,1238,true,0.012924071082390954,NaN
451,"Sporting goods, hobby, musical instrument, and book stores",1992-06-01,3549,true,0.010425471963933503,NaN
452,General merchandise stores,1992-06-01,20298,true,-0.002315499063947187,NaN
4521,Department stores,1992-06-01,14597,true,-0.002534767417962595,NaN
4529,Other general merchandise stores,1992-06-01,5701,true,-0.0017540782318891423,NaN
45291,Warehouse clubs and superstores,1992-06-01,3226,true,0.0043397396156230625,NaN
45299,All other gen. merchandise stores,1992-06-01,2475,true,-0.009696969696969697,NaN
453,Miscellaneous stores retailers,1992-06-01,4357,true,0.00022951572182694515,NaN
454,Nonstore retailers,1992-06-01,6653,true,0.015481737562002103,NaN
4541,Electronic shopping and mail order houses,1992-06-01,3065,true,0.06231647634584013,NaN
45431,Fuel dealers,1992-06-01,1421,true,-0.04926108374384237,NaN
722,Food services and drinking places,1992-06-01,16277,true,-0.01996682435338207,NaN
1*,"Retail and food services sales, total",1992-07-01,167257,true,0.007055011150504911,NaN
2*,Retail sales and food services excl motor vehicle and parts,1992-07-01,132058,true,0.005770191885383695,NaN
3*,Retail sales and food services excl gasoline stations,1992-07-01,154291,true,0.007129385382167463,NaN
4*,Retail sales and food services excl motor vehicle and parts and gasoline stations,1992-07-01,119092,true,0.0057266650992509995,NaN
5*,"Retail sales, total",1992-07-01,150761,true,0.006374327578087171,NaN
6*,"Retail sales, total (excl. motor vehicle and parts dealers)",1992-07-01,115562,true,0.004698776414392274,NaN
7*,GAFO(1),1992-07-01,43991,true,0.0027960264599577187,NaN
441,Motor vehicle and parts dealers,1992-07-01,35199,true,0.01187533736753885,NaN
"4411,4412",Automobile and other motor vehicle dealers,1992-07-01,31729,true,0.014781430237322323,NaN
4413,"Automotive parts, acc., and tire stores",1992-07-01,3470,true,-0.014697406340057636,NaN
"442,443","Furniture, home furn, electronics, and appliance stores",1992-07-01,8449,true,0.006628003314001657,NaN
442,Furniture and home furnishings stores,1992-07-01,4368,true,-0.007554945054945055,NaN
443,Electronics and appliance stores,1992-07-01,4081,true,0.021808380298946335,NaN
444,Building mat. and garden equip. and supplies dealers,1992-07-01,10785,true,-0.0004636068613815484,NaN
4441,Building mat. and supplies dealers,1992-07-01,9123,true,0.0003288391976323578,NaN
445,Food and beverage stores,1992-07-01,30963,true,0.006523915641249233,NaN
4451,Grocery stores,1992-07-01,28183,true,0.006102969875456835,NaN
4453,"Beer, wine and liquor stores",1992-07-01,1790,true,0.004469273743016759,NaN
446,Health and personal care stores,1992-07-01,7292,true,-0.01714207350521119,NaN
44611,Pharmacies and drug stores,1992-07-01,6344,true,-0.017969735182849937,NaN
447,Gasoline stations,1992-07-01,12966,true,0.00616998303254666,NaN
448,Clothing and clothing access. stores,1992-07-01,9957,true,0.004218137993371497,NaN
4481,Clothing stores,1992-07-01,7136,true,0.006306053811659193,NaN
44811,Men's clothing stores,1992-07-01,842,true,-0.0510688836104513,NaN
44812,Women's clothing stores,1992-07-01,2605,true,0.013051823416506719,NaN
4482,Shoe stores,1992-07-01,1502,true,-0.011318242343541944,NaN
44831,Jewelry stores,1992-07-01,1233,true,-0.0040551500405515,NaN
451,"Sporting goods, hobby, musical instrument, and book stores",1992-07-01,3586,true,0.010317902955939765,NaN
452,General merchandise stores,1992-07-01,20205,true,-0.004602821083890127,NaN
4521,Department stores,1992-07-01,14469,true,-0.008846499412537148,NaN
4529,Other general merchandise stores,1992-07-01,5736,true,0.006101813110181311,NaN
45291,Warehouse clubs and superstores,1992-07-01,3257,true,0.009517961314092724,NaN
45299,All other gen. merchandise stores,1992-07-01,2479,true,0.0016135538523598225,NaN
453,Miscellaneous stores retailers,1992-07-01,4468,true,0.024843330349149508,NaN
454,Nonstore retailers,1992-07-01,6891,true,0.034537802931359746,NaN
4541,Electronic shopping and mail order houses,1992-07-01,3238,true,0.05342804200123533,NaN
45431,Fuel dealers,1992-07-01,1392,true,-0.020833333333333332,NaN
722,Food services and drinking places,1992-07-01,16496,true,0.013275945683802134,NaN
1*,"Retail and food services sales, total",1992-08-01,167800,true,0.003235995232419547,NaN
2*,Retail sales and food services excl motor vehicle and parts,1992-08-01,133215,true,0.00868520812220846,NaN
3*,Retail sales and food services excl gasoline stations,1992-08-01,154708,true,0.0026954003671432634,NaN
4*,Retail sales and food services excl motor vehicle and parts and gasoline stations,1992-08-01,120123,true,0.008582869225710313,NaN
5*,"Retail sales, total",1992-08-01,151067,true,0.0020255912939291837,NaN
6*,"Retail sales, total (excl. motor vehicle and parts dealers)",1992-08-01,116482,true,0.007898216033378548,NaN
7*,GAFO(1),1992-08-01,44472,true,0.010815794207591293,NaN
441,Motor vehicle and parts dealers,1992-08-01,34585,true,-0.017753361283793553,NaN
"4411,4412",Automobile and other motor vehicle dealers,1992-08-01,31124,true,-0.019438375530137515,NaN
4413,"Automotive parts, acc., and tire stores",1992-08-01,3461,true,-0.002600404507367813,NaN
"442,443","Furniture, home furn, electronics, and appliance stores",1992-08-01,8420,true,-0.0034441805225653207,NaN
442,Furniture and home furnishings stores,1992-08-01,4372,true,0.0009149130832570906,NaN
443,Electronics and appliance stores,1992-08-01,4048,true,-0.008152173913043478,NaN
444,Building mat. and garden equip. and supplies dealers,1992-08-01,10915,true,0.011910215300045808,NaN
4441,Building mat. and supplies dealers,1992-08-01,9252,true,0.013942931258106356,NaN
445,Food and beverage stores,1992-08-01,31041,true,0.002512805644148062,NaN
4451,Grocery stores,1992-08-01,28222,true,0.0013819006448869675,NaN
4453,"Beer, wine and liquor stores",1992-08-01,1845,true,0.02981029810298103,NaN
446,Health and personal care stores,1992-08-01,7508,true,0.02876931273308471,NaN
44611,Pharmacies and drug stores,1992-08-01,6521,true,0.0271430762153044,NaN
447,Gasoline stations,1992-08-01,13092,true,0.009624197983501375,NaN
448,Clothing and clothing access. stores,1992-08-01,10141,true,0.01814416724188936,NaN
4481,Clothing stores,1992-08-01,7272,true,0.0187018701870187,NaN
44811,Men's clothing stores,1992-08-01,861,true,0.022067363530778164,NaN
44812,Women's clothing stores,1992-08-01,2673,true,0.02543958099513655,NaN
4482,Shoe stores,1992-08-01,1524,true,0.014435695538057743,NaN
44831,Jewelry stores,1992-08-01,1243,true,0.008045052292839904,NaN
451,"Sporting goods, hobby, musical instrument, and book stores",1992-08-01,3512,true,-0.021070615034168565,NaN
452,General merchandise stores,1992-08-01,20593,true,0.018841353858107125,NaN
4521,Department stores,1992-08-01,14729,true,0.0176522506619594,NaN
4529,Other general merchandise stores,1992-08-01,5864,true,0.021828103683492497,NaN
45291,Warehouse clubs and superstores,1992-08-01,3341,true,0.025142173002095182,NaN
45299,All other gen. merchandise stores,1992-08-01,2523,true,0.01743955608402695,NaN
453,Miscellaneous stores retailers,1992-08-01,4494,true,0.005785491766800178,NaN
454,Nonstore retailers,1992-08-01,6766,true,-0.018474726574046703,NaN
4541,Electronic shopping and mail order houses,1992-08-01,3137,true,-0.032196365954733824,NaN
45431,Fuel dealers,1992-08-01,1408,true,0.011363636363636364,NaN
722,Food services and drinking places,1992-08-01,16733,true,0.01416362875754497,NaN
1*,"Retail and food services sales, total",1992-09-01,169400,true,0.009445100354191263,NaN
2*,Retail sales and food services excl motor vehicle and parts,1992-09-01,133510,true,0.0022095723166803984,NaN
3*,Retail sales and food services excl gasoline stations,1992-09-01,156154,true,0.0092600893989267,NaN
4*,Retail sales and food services excl motor vehicle and parts and gasoline stations,1992-09-01,120264,true,0.0011724206745160647,NaN
5*,"Retail sales, total",1992-09-01,152588,true,0.009968018454924371,NaN
6*,"Retail sales, total (excl. motor vehicle and parts dealers)",1992-09-01,116698,true,0.0018509314641210646,NaN
7*,GAFO(1),1992-09-01,44634,true,0.0036295200967872026,NaN
441,Motor vehicle and parts dealers,1992-09-01,35890,true,0.03636110337141265,NaN
"4411,4412",Automobile and other motor vehicle dealers,1992-09-01,32369,true,0.038462726682937376,NaN
4413,"Automotive parts, acc., and tire stores",1992-09-01,3521,true,0.017040613462084634,NaN
"442,443","Furniture, home furn, electronics, and appliance stores",1992-09-01,8443,true,0.002724150183584034,NaN
442,Furniture and home furnishings stores,1992-09-01,4345,true,-0.006214039125431531,NaN
443,Electronics and appliance stores,1992-09-01,4098,true,0.012201073694485115,NaN
444,Building mat. and garden equip. and supplies dealers,1992-09-01,10980,true,0.005919854280510018,NaN
4441,Building mat. and supplies dealers,1992-09-01,9293,true,0.004411922952760142,NaN
445,Food and beverage stores,1992-09-01,30942,true,-0.0031995346131471784,NaN
4451,Grocery stores,1992-09-01,28122,true,-0.003555934855273451,NaN
4453,"Beer, wine and liquor stores",1992-09-01,1836,true,-0.004901960784313725,NaN
446,Health and personal care stores,1992-09-01,7420,true,-0.011859838274932614,NaN
44611,Pharmacies and drug stores,1992-09-01,6421,true,-0.01557389814670612,NaN
447,Gasoline stations,1992-09-01,13246,true,0.01162615129095576,NaN
448,Clothing and clothing access. stores,1992-09-01,10154,true,0.0012802836320661808,NaN
4481,Clothing stores,1992-09-01,7272,true,0,NaN
44811,Men's clothing stores,1992-09-01,849,true,-0.014134275618374558,NaN
44812,Women's clothing stores,1992-09-01,2664,true,-0.0033783783783783786,NaN
4482,Shoe stores,1992-09-01,1543,true,0.012313674659753726,NaN
44831,Jewelry stores,1992-09-01,1247,true,0.0032076984763432237,NaN
451,"Sporting goods, hobby, musical instrument, and book stores",1992-09-01,3566,true,0.01514301738642737,NaN
452,General merchandise stores,1992-09-01,20684,true,0.004399535873138658,NaN
4521,Department stores,1992-09-01,14816,true,0.005872030237580993,NaN
4529,Other general merchandise stores,1992-09-01,5868,true,0.0006816632583503749,NaN
45291,Warehouse clubs and superstores,1992-09-01,3364,true,0.006837098692033293,NaN
45299,All other gen. merchandise stores,1992-09-01,2504,true,-0.0075878594249201275,NaN
453,Miscellaneous stores retailers,1992-09-01,4549,true,0.012090569355902397,NaN
454,Nonstore retailers,1992-09-01,6714,true,-0.0077450104259755735,NaN
4541,Electronic shopping and mail order houses,1992-09-01,3064,true,-0.023825065274151437,NaN
45431,Fuel dealers,1992-09-01,1438,true,0.02086230876216968,NaN
722,Food services and drinking places,1992-09-01,16812,true,0.00469902450630502,NaN
1*,"Retail and food services sales, total",1992-10-01,170625,true,0.0071794871794871795,NaN
2*,Retail sales and food services excl motor vehicle and parts,1992-10-01,134653,true,0.008488485217559207,NaN
3*,Retail sales and food services excl gasoline stations,1992-10-01,157321,true,0.007417954373541993,NaN
